TIT,TAT,AH,AFDP,GTEP,AT,AP,TEY,CDP,CO,Classification
1098.7,549.46,77.076,4.9609,29.011,26.275,1.0076,142.84,12.843,1.1158,2
1099.4,548.1,72.217,5.0691,29.538,27.678,1.0074,144.29,12.975,1.1417,2
1099.6,549.28,70.768,5.036,29.183,28.739,1.0076,143.82,12.917,1.2808,2
1098.6,549.19,65.876,4.9899,29.116,29.021,1.0076,143.93,12.934,1.3849,2
1099.9,547.98,70.819,5.0138,29.611,28.094,1.0077,145.24,12.981,1.3434,2
1099.9,546.88,75.014,5.078,29.984,27.036,1.0076,145.9,13.07,1.1902,1
1093.6,546.01,77.465,4.9383,29.079,26.74,1.0078,141.42,12.832,1.2926,2
1059.7,549.27,84.537,3.8364,22.029,25.724,1.008,114.98,10.968,2.7765,1
1099.8,543.34,86.504,5.2065,30.913,24.532,1.0082,148.09,13.255,1.1233,1
1099.9,542.08,90.423,5.2889,31.276,23.411,1.0087,149.11,13.352,1.4921,2
1100.1,546.19,93.418,5.1017,30.108,23.084,1.0092,146.58,13.109,1.2157,2
1100,546.78,93.991,5.0735,29.857,23.038,1.0094,146.27,13.088,1.3867,2
1099.3,546.83,95.114,5.0472,29.696,22.926,1.0095,145.75,13.065,1.5146,1
1099.9,547.7,93.706,5.0094,29.464,23.195,1.0094,145.42,13.022,1.4374,1
1099.9,544.04,92.012,5.1854,30.566,23.565,1.0092,147.92,13.242,1.3014,1
1069.4,547.81,92.026,4.1365,23.991,23.364,1.009,123.51,11.537,2.5365,1
1051.1,550.14,92.527,3.5609,20.159,23.1,1.009,109.15,10.551,4.0713,1
1050.6,550.12,93.205,3.51,20.092,22.973,1.0091,108.87,10.544,4.3425,1
1051.8,550.01,92.827,3.5435,20.296,22.933,1.0091,109.6,10.605,4.3712,1
1051.9,550.12,93.475,3.5566,20.314,22.78,1.0092,109.77,10.495,4.4583,1
1052.8,550.01,92.873,3.5885,20.468,22.728,1.0094,110.38,10.555,4.2288,1
1084.9,544.3,90.548,4.742,27.835,23.066,1.0098,136.87,12.528,1.9944,1
1100,543.29,88.839,5.2238,30.874,23.671,1.0106,148.29,13.324,1.1265,1
1099.9,544.54,84.999,5.1867,30.581,24.813,1.0111,147.29,13.225,1.2112,2
1100,545.89,80.092,5.1756,30.2,26.189,1.0109,146.23,13.151,1.7001,2
1100,543.87,83.952,5.3008,30.773,25.876,1.0111,147.79,13.283,1.619,2
1100.1,543.72,91.551,5.2939,30.845,24.339,1.0113,147.96,13.295,1.6971,2
1099.9,544.54,85.238,5.2382,30.634,25.206,1.0111,147.75,13.26,1.5163,2
1100,543.97,78.679,5.2301,30.768,26.216,1.0111,147.96,13.237,1.1391,1
1100,543.08,76.198,5.2685,31.121,26.481,1.0111,148.74,13.328,1.1351,2
1100,542.58,73.155,5.3112,31.223,26.409,1.0114,148.9,13.367,1.624,1
1100,542.28,69.014,5.3033,31.218,25.888,1.0114,149.26,13.358,1.6002,1
1100,543.56,70.517,5.2235,30.847,24.984,1.0116,148.61,13.25,1.6182,1
1100,542.19,77.137,5.2587,31.262,23.921,1.0121,149.71,13.393,1.1341,1
1100,544.7,80.124,5.1272,30.42,23.042,1.0125,148.29,13.276,1.0226,2
1099.9,543.19,85.777,5.1871,30.854,21.807,1.0126,149.59,13.334,1.247,2
1099.7,544.94,91.051,5.0934,30.183,20.701,1.0124,148.66,13.222,1.4454,2
1100,545.28,93.511,5.1001,30.182,20.179,1.0122,148.6,13.186,1.3686,2
1099.9,542.73,95.494,5.2218,30.903,19.585,1.0122,150.24,13.35,1.3584,1
1099.9,543.36,96.901,5.2296,30.703,19.134,1.0122,150.13,13.366,1.0483,2
1100.1,540.96,96.542,5.3425,31.437,19.032,1.012,151.58,13.473,0.97789,1
1099.9,539.81,95.229,5.3709,31.724,18.815,1.0119,152.66,13.612,1.1292,2
1099.8,540.25,96.682,5.3419,31.57,18.36,1.0118,152.55,13.515,1.2297,1
1100.1,541.1,95.643,5.2994,31.322,18.367,1.0119,151.84,13.431,1.1959,1
1100,540.07,95.944,5.3495,31.637,18.319,1.012,152.86,13.529,1.2129,1
1100.1,541.54,97.685,5.3201,31.232,19.188,1.012,151.06,13.422,1.1379,1
1099.9,542.01,87.971,5.3187,31.223,21.495,1.0122,149.87,13.377,1.0539,1
1099.3,546.45,66.628,5.1231,29.87,24.375,1.0125,146.28,13.106,1.2704,1
1100.1,544.05,59.566,5.2666,30.731,26.244,1.0126,148.43,13.298,0.76072,1
1099.9,541.51,58.845,5.4318,31.452,27.371,1.0125,149.72,13.373,0.74065,1
1100,543.29,56.903,5.3885,30.915,28.218,1.0122,148.41,13.331,0.98467,1
1100,541.7,55.88,5.4755,31.43,28.696,1.0119,149.49,13.403,1.5264,1
1100,543.25,53.798,5.3926,30.986,28.97,1.0115,148.6,13.322,1.6482,1
1099.9,545.91,52.861,5.1965,30.236,28.896,1.0112,146.53,13.127,1.481,1
1100,543.19,55.274,5.3084,31.061,28.687,1.0111,149.18,13.323,1.5108,1
1100,544.7,60.188,5.2357,30.582,27.951,1.0111,147.76,13.197,1.4801,1
1100.1,541.93,57.284,5.3332,31.402,26.638,1.0112,149.83,13.406,1.5265,1
1099.9,542.07,70.393,5.3014,31.242,25.227,1.0116,149.47,13.454,1.5132,1
1099.7,546.27,82.657,5.089,29.9,23.555,1.0117,146.82,13.164,1.4985,1
1099.8,545.97,89.022,5.093,29.982,22.399,1.0117,146.99,13.154,1.4955,1
1099.5,545.82,92.198,5.1048,29.962,21.947,1.0117,146.95,13.161,1.3854,1
1100,544.68,94.691,5.1769,30.276,21.576,1.0117,148.04,13.259,1.4653,1
1099.5,544.82,95.898,5.1603,30.09,21.118,1.0116,147.73,13.221,1.3879,1
1099.9,546.13,95.838,5.1065,29.9,20.979,1.0115,147.43,13.126,1.4844,1
1055.3,549.55,94.904,3.7095,21.019,20.704,1.0112,112.93,10.822,4.0373,1
1051.8,550.31,95.131,3.5816,20.228,20.398,1.0109,110.35,10.507,4.4915,1
1052.2,550.14,96.028,3.5943,20.323,20.156,1.0108,110.71,10.519,4.4904,1
1050.8,549.78,96.255,3.5489,20.052,19.922,1.011,109.74,10.516,4.5241,1
1075.1,546.92,96.625,4.4054,25.356,19.962,1.0109,129.21,11.899,2.8156,1
1099.7,541.37,97.815,5.3752,31.32,21.048,1.0109,149.67,13.377,1.1944,1
1099.9,542.15,84.579,5.3482,31.146,23.714,1.011,148.71,13.383,0.99166,1
1099.9,544.78,64.471,5.2545,30.508,26.084,1.0112,147.56,13.226,1.0222,1
1100,545.4,62.704,5.2529,30.286,27.078,1.0113,146.87,13.157,1.1614,1
1100,544.85,61.509,5.2822,30.392,27.696,1.0111,147.04,13.205,1.1633,1
1099.9,545.97,58.262,5.2243,30.085,28.027,1.0109,146.56,13.168,0.86587,1
1100,544.21,54.842,5.309,30.653,28.482,1.0105,148.03,13.248,1.2643,1
1100,543.47,50.604,5.355,30.944,28.648,1.0101,148.62,13.331,1.1637,1
1099.9,545.14,42.363,5.2583,30.446,28.733,1.01,148.11,13.22,1.2111,1
1100.1,543.09,45.931,5.3525,31.1,28.433,1.0101,149.26,13.329,1.5088,1
1083.7,545.1,44.893,4.7922,27.543,27.733,1.0103,135.02,12.395,2.0997,1
1099.9,540.05,55.902,5.4539,32.002,26.572,1.0104,150.54,13.497,1.6988,1
1100.1,540.69,71.034,5.3791,31.724,25.046,1.011,150.42,13.436,1.1498,1
1100,544.59,83.815,5.1875,30.479,23.471,1.0113,147.77,13.242,1.2753,1
1099.5,545.94,90.478,5.122,29.988,22.816,1.0113,146.55,13.148,1.5113,1
1099.9,544.66,91.7,5.2073,30.447,22.33,1.0114,147.9,13.193,1.4818,1
1100,543.89,92.926,5.2337,30.661,21.704,1.0115,148.52,13.289,1.3648,1
1099.9,542.47,93.962,5.303,31.109,21.193,1.0115,149.68,13.392,1.4754,1
1099.9,542.01,94.046,5.3046,31.185,20.787,1.0114,150.3,13.427,1.2565,1
1100.2,542.86,95.29,5.2798,30.918,20.155,1.0112,150.07,13.305,1.1088,1
1100,542.04,97.159,5.3346,31.024,19.521,1.0113,150.66,13.344,1.1094,1
1100.2,543.07,99.15,5.3111,30.779,19.424,1.0114,150.1,13.294,1.1854,1
1099.8,543.05,99.912,5.331,30.759,19.254,1.0117,150.08,13.354,1.3168,1
1100,540.63,99.992,5.4475,31.541,19.606,1.012,151.44,13.465,1.2001,1
1099.9,542.09,99.739,5.4091,31.155,20.696,1.0121,149.66,13.381,1.3535,1
1100,545.26,89.985,5.2674,30.323,23.411,1.0125,146.95,13.17,1.4153,1
1100,545.18,77.025,5.2742,30.229,25.322,1.0127,146.77,13.178,1.2629,1
1100.1,544.92,70.993,5.2952,30.319,26.588,1.0129,146.83,13.238,1.5755,1
1099.9,544.39,66.952,5.3153,30.491,27.521,1.013,147.06,13.237,1.489,1
1099.9,545.74,66.942,5.2678,30.098,28.265,1.0128,146.23,13.147,1.8021,1
1100,545.55,65.651,5.2376,30.231,28.703,1.0126,146.99,13.164,1.9359,1
1100,545.48,63.852,5.2469,30.334,28.776,1.0125,147.26,13.158,1.9504,1
1100,542.91,59.042,5.3823,31.033,28.333,1.0122,148.65,13.387,1.7943,1
1100,544.32,58.655,5.3083,30.615,27.526,1.0119,148.02,13.264,1.3977,1
1100.1,543.44,62.426,5.3262,30.825,26.653,1.0119,148.66,13.268,1.1045,1
1100,542.43,70.731,5.3446,31.12,25.648,1.0121,148.98,13.394,1.2955,1
1100,541.83,76.401,5.3545,31.333,24.801,1.0126,149.36,13.393,1.0273,1
1100,546.26,81.908,5.0979,29.905,23.405,1.0128,147.06,13.143,0.71316,1
1100,544.27,87.099,5.2021,30.453,22.237,1.0129,148.31,13.296,0.76692,1
1099.8,544.79,89.426,5.1778,30.272,21.627,1.0129,147.99,13.186,1.0509,1
1099.9,543.04,91.027,5.2525,30.872,21.112,1.0128,149.29,13.324,1.1268,1
1100,544.12,91.044,5.1953,30.532,20.842,1.0125,148.96,13.266,1.1236,1
1100,542.61,93.335,5.2761,30.954,20.181,1.0124,150.19,13.38,1.3623,1
1100.1,543.1,95.396,5.2545,30.686,19.577,1.0122,149.75,13.352,1.5035,1
1100.1,544.03,97.21,5.2199,30.402,19.233,1.012,149.39,13.318,1.5463,1
1100,541.72,97.865,5.3516,31.173,19.11,1.012,150.85,13.416,1.3517,1
1099.9,543.4,98.537,5.2692,30.601,19.224,1.0122,149.89,13.282,1.0839,1
1100,540.75,98.659,5.412,31.489,19.525,1.0125,151.33,13.457,1.0697,1
1099.9,542.01,98.229,5.3709,31.197,20.892,1.0124,149.9,13.372,1.3551,1
1100,543.16,87.074,5.3679,30.962,23.57,1.0129,148.16,13.319,1.2216,1
1100.1,543.57,78.185,5.3658,30.821,25.648,1.0134,147.65,13.319,1.6455,2
1100,544.32,75.667,5.3269,30.565,26.677,1.0135,146.94,13.239,1.3536,1
1099.9,546.05,72.238,5.248,30.058,27.448,1.0135,145.92,13.122,1.0854,1
1099.5,547.23,67.437,5.1923,29.638,28.288,1.0135,145.17,13.053,1.2815,1
1098.9,547.22,64.384,5.1678,29.515,28.892,1.0134,144.15,13.033,1.6365,1
1100,544.8,64.888,5.3171,30.552,29.222,1.0133,147.3,13.191,1.7332,1
1100.1,544.56,65.046,5.2901,30.606,28.969,1.0133,147.46,13.218,1.6778,1
1099.9,543.01,68.223,5.3737,31.099,28.408,1.0132,148.3,13.325,1.4743,2
1100,544.42,69.159,5.2835,30.587,27.111,1.0134,147.41,13.218,0.94362,1
1100.1,542.28,72.935,5.3562,31.171,25.665,1.0136,149,13.379,0.87203,1
1099.9,541.97,80.899,5.3763,31.279,24.827,1.014,149.04,13.367,1.024,1
1100,545.19,82.764,5.1733,30.286,24.138,1.0144,147.26,13.204,1.023,1
1100,543.31,86.464,5.2424,30.838,23.078,1.0145,148.58,13.304,0.93113,1
1099.9,541.8,90.16,5.327,31.182,22.104,1.0145,149.81,13.441,1.0891,1
1099.9,543.25,93.322,5.2703,30.718,21.389,1.0145,148.98,13.345,1.1281,1
1099.9,542.22,95.356,5.325,31.064,20.92,1.0145,149.84,13.402,1.109,2
1100.2,545.18,96.68,5.1922,30.226,20.68,1.0143,148.06,13.188,1.2188,1
1100,544.98,97.041,5.2262,30.288,20.622,1.0142,148.12,13.245,1.6032,2
1100,544.95,97.983,5.2354,30.194,20.36,1.014,148.29,13.208,1.7078,2
1100,544.87,99.186,5.2564,30.162,20.083,1.0139,148.35,13.22,1.5276,2
1072.1,547.24,99.955,4.3504,24.428,19.885,1.0139,126.47,11.705,2.4943,1
1069.6,545.95,99.98,4.3687,24.424,20.095,1.0142,125.48,11.62,3.0298,1
1100,543,99.552,5.3884,30.843,21.433,1.0143,148.64,13.319,1.0843,1
1100,542.91,91.999,5.3876,30.944,23.712,1.0146,147.93,13.326,1.3348,2
1100,546.62,82.337,5.2174,29.855,25.485,1.0146,145.57,13.105,1.1559,2
1099.9,546.14,76.922,5.2489,30.022,26.723,1.0144,145.81,13.154,1.2888,2
1099.9,546.42,72.242,5.2318,29.909,27.568,1.0142,145.64,13.123,1.3188,2
1099.9,547.4,69.042,5.1758,29.681,28.239,1.0139,145.33,13.069,1.5334,2
1100,546.35,67.69,5.2312,30.022,28.195,1.0135,146.07,13.129,1.5012,2
1100.1,546.06,64.012,5.2299,30.044,27.262,1.0133,146.54,13.167,1.3951,2
1100,545.44,61.442,5.2629,30.198,27.088,1.013,147.13,13.15,1.4981,2
1100,545.18,59.591,5.2705,30.282,26.714,1.0129,147.76,13.253,1.3088,2
1099.8,544.77,62.401,5.2518,30.344,25.968,1.013,147.89,13.196,1.1235,2
1100,544.79,72.428,5.2353,30.333,24.866,1.0131,147.81,13.236,1.1675,2
1100,544.65,76.265,5.2333,30.419,24.146,1.0133,147.78,13.253,1.1188,2
1099.9,546.73,78.84,5.1082,29.737,23.247,1.0133,147.05,13.1,1.1478,2
1099.9,543.94,85.052,5.2101,30.447,21.97,1.0132,149.03,13.266,1.1313,2
1099.9,545.94,89.952,5.1226,29.851,21.139,1.013,147.94,13.161,1.3588,1
1100.1,544.47,92.8,5.2112,30.219,20.68,1.0129,148.81,13.244,1.2061,1
1100.1,544.11,94.626,5.2385,30.327,20.299,1.0126,149.3,13.303,1.1852,1
1099.6,543.44,96.725,5.2802,30.432,20.052,1.0122,149.31,13.304,1.2659,1
1060.6,549.68,97.831,3.8855,21.607,20.024,1.0117,116.52,10.988,3.0867,1
1052.9,549.94,98.329,3.6731,20.295,20.132,1.0115,110.96,10.622,4.1444,1
1053.2,550.4,98.506,3.6791,20.459,20.532,1.0116,111.14,10.657,4.1924,1
1053.5,550.01,97.253,3.6743,20.502,21.253,1.0116,111.01,10.654,4.0513,1
1053,550.22,98.55,3.7,20.401,21.405,1.0115,110.62,10.561,4.1159,1
1086.6,544.85,98.547,4.9078,27.842,21.699,1.0116,137.87,12.538,1.994,1
1099.8,544.55,93.278,5.2893,30.383,23.139,1.0115,147.21,13.191,1.1339,1
1099.9,544.57,80.01,5.3122,30.51,25.169,1.0116,147.01,13.229,1.1083,2
1099.9,547.17,76.243,5.2168,29.751,25.957,1.0116,145.66,13.044,0.7288,2
1099.9,545.92,73.545,5.2766,30.133,26.66,1.0116,146.21,13.184,0.58072,2
1099.9,547.6,70.44,5.1681,29.601,26.944,1.0115,145.5,13.019,0.68311,2
1099.5,548.26,68.898,5.155,29.307,27.547,1.0111,144.73,13.003,0.61067,2
1099.6,548.68,68.971,5.1393,29.197,27.537,1.0109,144.64,13.004,1.5243,2
1099.9,545.69,68.819,5.2855,30.227,27.069,1.0109,146.78,13.136,1.515,2
1100.1,545.69,75.333,5.2687,30.159,26.236,1.011,146.71,13.163,1.4975,2
1099.8,544.68,74.943,5.2767,30.379,25.447,1.0111,147.39,13.19,1.1935,2
1099.6,546.03,77.949,5.1913,29.974,24.709,1.0111,146.69,13.094,1.5139,2
1099.4,544.88,81.582,5.2203,30.181,23.972,1.0114,147.19,13.158,1.5001,1
1100.1,546.11,84.404,5.1672,29.888,23.286,1.0118,147.14,13.152,0.97927,1
1100,544.54,86.694,5.2205,30.406,22.541,1.0117,148.35,13.25,0.74533,1
1099.4,547.04,90.461,5.0935,29.539,21.706,1.0115,146.49,13.05,0.72279,2
1100,544.77,90.421,5.2155,30.332,21.52,1.0113,148.41,13.214,1.504,2
1099.6,545.28,93.113,5.1896,30.092,20.714,1.011,148.26,13.2,1.4884,1
1100.1,542.97,96.504,5.3287,30.776,20.265,1.011,149.82,13.342,1.5751,1
1099.8,542.75,97.934,5.3547,30.86,19.994,1.011,150.04,13.334,0.96767,1
1084.3,549.83,99.166,4.5895,25.814,19.777,1.0108,134.24,12.085,1.3559,1
1077,550.29,99.844,4.3764,24.594,19.827,1.0107,128.76,11.722,1.923,1
1050.8,550.18,99.31,3.6656,20.023,19.946,1.0109,109.72,10.576,4.2451,1
1081.7,546.15,98.105,4.697,26.652,20.198,1.0111,134.34,12.247,2.2031,1
1086.5,549.83,96.383,4.6202,26.31,21.157,1.0111,135,12.19,1.2025,1
1087.1,550.03,83.665,4.686,26.519,23.754,1.0115,134.3,12.27,1.9446,1
1087.3,550.02,75.164,4.7012,26.54,25.492,1.0117,133.85,12.296,1.1571,2
1088.8,549.96,70.5,4.7524,26.812,26.393,1.0117,134.68,12.314,1.0894,2
1089.4,550.01,68.238,4.7853,26.941,27.002,1.0114,134.81,12.434,1.8007,2
1089.3,549.98,67.141,4.7887,26.915,27.021,1.0114,134.76,12.413,1.7166,2
1089,549.91,68.034,4.7522,26.782,26.421,1.0112,134.72,12.271,2.1113,2
1089.6,549.88,67.517,4.7869,26.915,26.2,1.0109,135.21,12.267,1.8462,2
1089.8,549.71,66.412,4.7781,27.004,26.436,1.0109,135.26,12.307,1.8142,2
1099.9,542.06,69.623,5.4452,31.271,26.032,1.0106,149.51,13.401,1.7909,2
1099.8,543.21,76.452,5.3744,30.832,25.073,1.0106,148.82,13.304,1.2533,2
1087.7,550.02,82.092,4.662,26.576,24.124,1.0106,135.01,12.323,1.5451,2
1088.6,549.91,84.728,4.6923,26.748,23.611,1.011,135.74,12.345,1.3865,2
1099.7,544.82,86.572,5.2269,30.349,22.863,1.011,147.64,13.225,1.4749,2
1099.9,544.52,87.001,5.2296,30.448,22.095,1.0108,148.53,13.261,1.5228,1
1100.2,544.7,87.563,5.2225,30.431,21.553,1.0105,148.86,13.272,1.5597,1
1099.8,544.5,88.962,5.219,30.408,20.963,1.0103,148.94,13.253,1.0392,1
1100.2,543.3,91.775,5.2821,30.668,20.173,1.0102,150.35,13.319,0.736,1
1100.2,541.45,94.52,5.3698,31.241,19.383,1.01,151.59,13.46,0.81049,1
1099.8,542.37,96.082,5.3258,30.959,18.961,1.0098,150.9,13.392,0.9975,1
1099.8,541.53,97.344,5.368,31.16,18.763,1.0098,151.43,13.401,1.0035,1
1099.8,542.63,97.719,5.3428,30.867,18.669,1.0098,150.86,13.338,1.0894,1
1100,542.85,96.259,5.3232,30.811,18.906,1.0099,150.68,13.338,1.1999,1
1100,540.97,95.235,5.4125,31.416,19.084,1.01,152.14,13.449,1.1083,1
1100,541.17,94.211,5.4236,31.457,20.222,1.0102,150.98,13.423,1.1726,1
1100,543.59,82.552,5.3657,30.85,22.759,1.0103,148.75,13.316,1.3509,1
1099.9,541.79,74.018,5.4809,31.402,24.85,1.0103,149.26,13.4,1.3686,1
1100.1,544.67,68.016,5.348,30.48,25.97,1.0104,147.75,13.21,1.1707,1
1099.9,544.02,65.205,5.376,30.726,26.957,1.0102,148.01,13.272,1.0975,1
1100.1,544.97,62.753,5.3266,30.424,27.755,1.01,147.29,13.205,0.9537,1
1100,543.73,62.727,5.3936,30.833,27.066,1.0097,148.27,13.296,1.0338,1
1099.9,544.81,65.485,5.338,30.47,26.677,1.0093,147.82,13.234,1.0559,1
1100,545.11,65.534,5.3335,30.334,26.204,1.0092,147.88,13.195,0.97184,1
1100,543.42,72.364,5.4172,30.838,25.827,1.0091,148.68,13.273,1.1352,1
1100.1,543.98,78.787,5.355,30.665,25.084,1.0093,148.38,13.249,1.0757,1
1099.9,543.35,80.709,5.3658,30.838,24.338,1.0096,148.72,13.304,1.3509,1
1100.2,543.74,81.712,5.3315,30.694,23.781,1.0101,148.5,13.313,1.1733,1
1100,545.39,83.493,5.2245,30.108,23.153,1.0101,147.6,13.2,1.1781,1
1099.8,544.47,88.763,5.244,30.26,22.485,1.01,148.28,13.249,1.2686,1
1099.5,546.59,92.431,5.1387,29.558,22.084,1.0101,146.52,13.083,1.2465,1
1099.6,546.06,92.314,5.158,29.709,21.823,1.01,147.17,13.152,1.3234,1
1099.4,545.33,92.595,5.2255,30.025,21.555,1.0099,147.77,13.216,1.2466,1
1071.6,549.74,99.527,4.261,23.622,21.11,1.0098,124.26,11.54,2.1869,1
1067.5,549.92,99.961,4.1621,22.842,20.736,1.0096,121.62,11.366,2.3855,1
1066.7,549.96,99.193,4.1153,22.728,20.672,1.0095,121.03,11.213,2.4151,1
1066.7,549.94,92.572,4.0211,22.813,20.329,1.0097,121.12,11.219,2.3126,1
1053,550.41,88.105,3.6384,20.579,20.241,1.0097,111.16,10.546,4.0791,1
1095,541.2,88.127,5.2576,30.592,20.545,1.0099,147.4,13.193,1.6037,1
1100,541.67,89.495,5.3671,31.163,21.16,1.0103,150.46,13.419,1.167,1
1100.1,541.45,87.607,5.4163,31.255,21.869,1.0106,150.52,13.469,1.1646,1
1100.1,542.94,84.155,5.321,30.813,21.847,1.0107,150.2,13.325,1.1364,1
1100,541.5,79.128,5.3747,31.249,22.736,1.0105,150.67,13.396,1.1136,2
1100,543.08,83.428,5.3273,30.771,23.636,1.0104,149.21,13.329,1.2749,1
1100.1,544.19,72.399,5.3541,30.561,24.637,1.0101,148.58,13.254,1.2111,2
1099.9,544.78,67.599,5.2774,30.343,24.571,1.0102,148.57,13.224,1.2742,1
1099.9,542.71,64.35,5.3769,30.957,24.42,1.0103,150.03,13.341,1.1982,1
1100.1,544.1,65.105,5.302,30.57,24.308,1.0101,149.25,13.237,1.2551,2
1099.9,542.11,69.101,5.3954,31.114,23.831,1.0105,150.45,13.433,1.4969,1
1099.9,542.72,93.311,5.3848,30.883,21.12,1.0108,150.12,13.376,1.4442,1
1099.9,542.3,96.846,5.3999,31.055,20.407,1.0111,150.1,13.368,1.4426,1
1100.2,541.99,95.355,5.3767,31.075,20.157,1.0112,150.57,13.358,1.4819,1
1099.9,544.68,99.624,5.3108,30.101,19.76,1.0117,148.78,13.253,1.2808,1
1100,543.85,99.984,5.4202,30.324,19.468,1.0117,149.36,13.34,1.3091,1
1100.1,542.37,99.984,5.4951,30.891,19.507,1.0117,150.16,13.383,1.1171,1
1099.8,544.64,99.709,5.3417,30.101,19.516,1.0116,148.56,13.232,1.2925,2
1099.9,544.85,98.89,5.3285,30.061,19.658,1.0115,148.39,13.252,1.1464,1
1100.1,545.21,99.029,5.3121,30.028,19.846,1.0115,148.1,13.197,1.1273,2
1100.1,544.13,98.085,5.3555,30.338,19.885,1.0113,148.91,13.269,1.0885,2
1099.8,543.42,97.498,5.3854,30.498,19.93,1.0115,149.28,13.363,1.1161,1
1100,545.85,98.154,5.2263,29.767,19.343,1.0117,148.13,13.227,1.1254,1
1100,546.25,99.828,5.2179,29.587,18.841,1.0119,147.84,13.13,1.2753,1
1099.7,542.58,99.386,5.407,30.713,19.12,1.012,150.02,13.412,1.1474,1
1085.9,550.04,96.774,4.5975,25.983,19.641,1.0122,135.4,12.099,1.6414,1
1067.1,549.94,96.252,4.0726,22.695,20.019,1.0127,121.32,11.303,2.5708,1
1067.2,549.98,94.545,4.0816,22.729,20.528,1.0132,121.27,11.262,2.3145,1
1068.3,550,89.808,4.1083,22.945,21.128,1.0137,121.93,11.397,2.1848,2
1068.8,549.95,88.427,4.1106,23.017,21.665,1.0143,122.16,11.44,2.3181,2
1069.8,549.79,87.065,4.1591,23.243,21.812,1.0142,122.72,11.487,2.3821,2
1068.3,550.04,91.26,4.0812,22.9,21.299,1.0147,121.86,11.339,2.6238,1
1067.8,549.98,97.819,4.0959,22.783,19.793,1.0152,122.05,11.377,2.6849,1
1068.2,549.93,100,4.1553,22.871,19.018,1.0154,122.39,11.35,2.4997,1
1068.1,549.96,97.048,4.0787,22.931,19.389,1.0152,122.12,11.26,2.4407,1
1067.9,549.99,97.073,4.0761,22.93,19.89,1.0154,121.82,11.249,2.5178,1
1068.6,550.02,98.175,4.1246,23.022,19.934,1.0158,122.23,11.304,1.9908,2
1069.7,550.03,98.457,4.1689,23.159,19.935,1.0166,123.05,11.425,2.0705,1
1067.2,549.98,97.54,4.0885,22.658,19.835,1.0171,121.13,11.261,2.2586,1
1067,550,97.188,4.0827,22.577,19.514,1.0174,121.08,11.374,2.4291,1
1067.8,549.91,96.687,4.0842,22.693,19.24,1.0176,121.68,11.35,2.4291,1
1068.4,549.86,96.092,4.0835,22.803,18.842,1.0175,122.29,11.324,2.4236,1
1067,549.98,97.087,4.0442,22.547,18.231,1.0173,121.52,11.324,2.6288,1
1089.4,549.96,97.64,4.6659,26.477,18.065,1.0173,138.28,12.401,1.6015,1
1086.7,549.85,97.407,4.569,25.998,17.795,1.0171,136.39,12.29,1.6661,1
1067.9,549.58,97.321,4.0711,22.736,17.574,1.0171,122.35,11.415,2.4179,1
1098.5,548.03,97.474,5.0049,28.705,17.382,1.0173,146.27,12.914,1.1496,1
1099.5,546.52,98.24,5.1018,29.316,17.431,1.0178,147.82,13.046,1.1113,1
1086.6,549.78,98.444,4.5523,25.89,17.783,1.0182,136.24,12.145,1.5396,1
1069.7,549.78,97.868,4.1011,22.962,18.338,1.0187,123.33,11.361,2.3588,1
1069.3,550.16,93.414,4.0815,22.945,19.8,1.0192,122.48,11.344,2.2307,1
1068.7,549.96,87.962,4.0717,22.913,21.301,1.0197,121.57,11.421,2.2517,1
1071,549.95,76.967,4.1395,23.327,22.696,1.0198,122.79,11.547,1.9111,2
1071.1,549.94,77.925,4.1445,23.334,23.08,1.02,122.89,11.45,2.1932,2
1070.4,549.93,77.443,4.0967,23.229,22.701,1.0201,122.43,11.417,2.3994,2
1069.9,549.95,82.152,4.0732,23.094,21.863,1.02,122.43,11.513,2.4825,2
1070.4,549.96,77.445,4.1272,23.215,22.122,1.0198,122.53,11.489,2.29,2
1070.5,550.08,71.792,4.1524,23.271,22.641,1.0197,122.4,11.419,2.2317,2
1071.5,549.93,70.122,4.1864,23.457,22.701,1.0197,123.13,11.416,2.0862,2
1070.2,549.95,72.3,4.1314,23.242,22.293,1.0197,122.46,11.366,2.177,2
1070.1,550.02,76.6,4.0913,23.237,21.483,1.0198,122.79,11.481,2.1493,2
1070.3,550.15,82.786,4.0602,23.12,20.077,1.0201,123.51,11.392,2.157,1
1065.7,550.19,87.153,3.9407,22.312,18.815,1.0203,120.21,11.276,2.6733,1
1067.8,550.11,87.555,4.0147,22.669,18.133,1.0202,122.05,11.336,2.7458,1
1065,550.01,89.325,3.9248,22.169,17.474,1.0199,120.09,11.197,3.1294,1
1083.4,549.87,91.001,4.4055,25.318,16.824,1.0197,134.12,12.066,1.8125,1
1050.9,550.12,92.424,3.5511,19.726,16.252,1.0193,110.51,10.575,4.819,1
1051.2,550.31,92.146,3.5331,19.807,16.112,1.0191,110.77,10.544,5.0068,1
1050.5,549.84,92.036,3.523,19.675,16.018,1.019,110.27,10.508,4.9854,1
1048.8,549.92,93.541,3.4651,19.384,15.713,1.019,109.27,10.436,5.2014,1
1050,550.03,94.251,3.4949,19.588,15.712,1.0192,109.97,10.501,5.1621,1
1048.8,549.67,94.729,3.4569,19.379,15.531,1.0194,109.36,10.344,5.2431,1
1049.7,550.29,95.506,3.5064,19.541,15.628,1.0195,109.83,10.395,4.9357,1
